,full,long,lat,order,hole,piece,group,fips,abbr,V2,State,Median_IBU,l_state
1132,Alaska,-1484693.347,-1973689.842,1320,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1133,Alaska,-1481604.745,-1967881.188,1321,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1134,Alaska,-1479659.943,-1963383.691,1322,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1135,Alaska,-1475942.388,-1959096.614,1323,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1136,Alaska,-1471007.553,-1957021.293,1324,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1137,Alaska,-1468061.64,-1956718.177,1325,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1138,Alaska,-1464483.697,-1959075.018,1326,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1139,Alaska,-1461396.919,-1959788.315,1327,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1140,Alaska,-1459243.519,-1963664.162,1328,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1141,Alaska,-1457490.095,-1964095.828,1329,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1142,Alaska,-1453386.08,-1969417.282,1330,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1143,Alaska,-1447926.219,-1968732.461,1331,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1144,Alaska,-1444997.313,-1965745.435,1332,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1145,Alaska,-1443363.177,-1964099.764,1333,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1146,Alaska,-1442748.375,-1961497.13,1334,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1147,Alaska,-1440735.119,-1961157.636,1335,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1148,Alaska,-1438094.742,-1958101.852,1336,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1149,Alaska,-1436437.714,-1956176.641,1337,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1150,Alaska,-1434069.092,-1951564.073,1338,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1151,Alaska,-1432550.806,-1949335.54,1339,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1152,Alaska,-1436606.814,-1944841.891,1340,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1153,Alaska,-1439450.056,-1942590.384,1341,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1154,Alaska,-1436895.414,-1940305.164,1342,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1155,Alaska,-1433104.425,-1940050.023,1343,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1156,Alaska,-1430314.321,-1944956.575,1344,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1157,Alaska,-1426737.784,-1946577.5,1345,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1158,Alaska,-1425031.876,-1950121.239,1346,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1159,Alaska,-1418767.532,-1949448.724,1347,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1160,Alaska,-1413570.468,-1949908.781,1348,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1161,Alaska,-1408835.571,-1948548.832,1349,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1162,Alaska,-1406332.599,-1944965.491,1350,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1163,Alaska,-1400174.214,-1935367.327,1351,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1164,Alaska,-1399711.905,-1931500.768,1352,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1165,Alaska,-1402167.901,-1922747.68,1353,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1166,Alaska,-1402871.523,-1919246.135,1354,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1167,Alaska,-1403030.209,-1911345.195,1355,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1168,Alaska,-1407080.068,-1904907.693,1356,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1169,Alaska,-1408666.715,-1902049.851,1357,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1170,Alaska,-1413370.962,-1900580.886,1358,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1171,Alaska,-1412482.643,-1896340.276,1359,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1172,Alaska,-1410839.476,-1894295.683,1360,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1173,Alaska,-1407180.355,-1897064.242,1361,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1174,Alaska,-1403065.351,-1894926.345,1362,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1175,Alaska,-1399012.302,-1891066.377,1363,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1176,Alaska,-1398643.651,-1886071.044,1364,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1177,Alaska,-1401416.583,-1880594.978,1365,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1178,Alaska,-1404111.017,-1878083.08,1366,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1179,Alaska,-1405084.279,-1876578.323,1367,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1180,Alaska,-1406679.129,-1877279.072,1368,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1181,Alaska,-1409009.235,-1879924.444,1369,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1182,Alaska,-1410091.124,-1882789.152,1370,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1183,Alaska,-1412883.129,-1883682.026,1371,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1184,Alaska,-1415302.654,-1882382.203,1372,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1185,Alaska,-1417847.693,-1883654.342,1373,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1186,Alaska,-1419999.769,-1885587.009,1374,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1187,Alaska,-1423586.022,-1886250.938,1375,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1188,Alaska,-1426132.644,-1887161.498,1376,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1189,Alaska,-1427184.507,-1889825.344,1377,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1190,Alaska,-1433411.165,-1893994.778,1378,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1191,Alaska,-1434802.6,-1896528.994,1379,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1192,Alaska,-1435654.384,-1901312.951,1380,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1193,Alaska,-1438493.006,-1903813.63,1381,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1194,Alaska,-1439511.412,-1898443.227,1382,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1195,Alaska,-1439722.96,-1895186.8,1383,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1196,Alaska,-1441212.41,-1892893.16,1384,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1197,Alaska,-1443096.05,-1893949.33,1385,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1198,Alaska,-1443114.708,-1896075.357,1386,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1199,Alaska,-1444509.077,-1898044.192,1387,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1200,Alaska,-1445514.209,-1900846.733,1388,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1201,Alaska,-1447535.085,-1896872.488,1389,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1202,Alaska,-1450495.827,-1893108.803,1390,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1203,Alaska,-1455666.932,-1890438.516,1391,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1204,Alaska,-1458436.274,-1889888.26,1392,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1205,Alaska,-1461346.905,-1890852.535,1393,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1206,Alaska,-1464655.982,-1889877.029,1394,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1207,Alaska,-1467786.637,-1889745.766,1395,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1208,Alaska,-1472673.124,-1891586.684,1396,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1209,Alaska,-1478033.688,-1894525.517,1397,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1210,Alaska,-1481894.772,-1894924.702,1398,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1211,Alaska,-1487312.45,-1891913.795,1399,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1212,Alaska,-1497258.903,-1887676.595,1400,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1213,Alaska,-1505096.282,-1884443.227,1401,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1214,Alaska,-1508121.309,-1880532.527,1402,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1215,Alaska,-1508831.669,-1875040.851,1403,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1216,Alaska,-1508511.482,-1872904.824,1404,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1217,Alaska,-1506812.176,-1870262.123,1405,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1218,Alaska,-1507105.094,-1868618.589,1406,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1219,Alaska,-1509599.956,-1864509.426,1407,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1220,Alaska,-1511506.464,-1862400.337,1408,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1221,Alaska,-1512029.273,-1860437.754,1409,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1222,Alaska,-1514712.404,-1854933.927,1410,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1223,Alaska,-1514153.729,-1854348,1411,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1224,Alaska,-1509470.1,-1855679.455,1412,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1225,Alaska,-1506295.042,-1853964.371,1413,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1226,Alaska,-1505340.94,-1850511.328,1414,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1227,Alaska,-1503128.167,-1848722.561,1415,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1228,Alaska,-1504600.203,-1846304.202,1416,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1229,Alaska,-1507450.082,-1845019.311,1417,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1230,Alaska,-1510352.226,-1844772.262,1418,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1231,Alaska,-1512965.576,-1842968.523,1419,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1232,Alaska,-1515946.916,-1841258.114,1420,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1233,Alaska,-1521108.212,-1839815.812,1421,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1234,Alaska,-1523341.971,-1838696.307,1422,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1235,Alaska,-1526717.249,-1834179.442,1423,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1236,Alaska,-1529457.216,-1831171.882,1424,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1237,Alaska,-1532862.558,-1828990.815,1425,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1238,Alaska,-1533713.978,-1824317.74,1426,FALSE,1,2.1,2,AK,AK, AK,46,alaska
1239,Alaska,-1251799.035,-2255311.36,1427,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1240,Alaska,-1250099.181,-2251085.9,1428,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1241,Alaska,-1248635.962,-2247434.819,1429,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1242,Alaska,-1246602.368,-2244035.534,1430,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1243,Alaska,-1243995.871,-2242723.494,1431,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1244,Alaska,-1241331.906,-2240121.699,1432,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1245,Alaska,-1239103.801,-2238852.161,1433,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1246,Alaska,-1234093.46,-2238718.481,1434,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1247,Alaska,-1232750.388,-2236541.46,1435,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1248,Alaska,-1233550.998,-2230703.233,1436,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1249,Alaska,-1230167.981,-2227105.982,1437,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1250,Alaska,-1228783.423,-2226229.565,1438,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1251,Alaska,-1226956.156,-2226561.604,1439,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1252,Alaska,-1223797.77,-2224723.339,1440,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1253,Alaska,-1224507.096,-2223175.225,1441,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1254,Alaska,-1223538.851,-2221261.237,1442,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1255,Alaska,-1220906.237,-2222994.921,1443,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1256,Alaska,-1219082.535,-2220278.871,1444,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1257,Alaska,-1221028.015,-2217783.117,1445,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1258,Alaska,-1222468.949,-2216900.749,1446,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1259,Alaska,-1221361.733,-2214369.423,1447,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1260,Alaska,-1220449.17,-2212550.27,1448,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1261,Alaska,-1218346.417,-2211195.412,1449,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1262,Alaska,-1218124.318,-2208826.351,1450,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1263,Alaska,-1215995.658,-2206030.943,1451,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1264,Alaska,-1214910.098,-2203433.027,1452,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1265,Alaska,-1212260.441,-2201410.207,1453,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1266,Alaska,-1211621.934,-2198234.258,1454,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1267,Alaska,-1209401.094,-2197404.669,1455,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1268,Alaska,-1208421.4,-2194766.03,1456,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1269,Alaska,-1206237.904,-2194020.884,1457,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1270,Alaska,-1207334.641,-2190375.7,1458,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1271,Alaska,-1206507.112,-2187325.625,1459,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1272,Alaska,-1205285.518,-2186260.873,1460,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1273,Alaska,-1202739.381,-2185992.275,1461,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1274,Alaska,-1200503.795,-2184692.651,1462,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1275,Alaska,-1199762.283,-2187103.366,1463,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1276,Alaska,-1200530.493,-2190581.547,1464,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1277,Alaska,-1202132.402,-2193149.67,1465,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1278,Alaska,-1202895.831,-2195760.556,1466,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1279,Alaska,-1202198.835,-2198474.857,1467,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1280,Alaska,-1200493.238,-2199126.225,1468,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1281,Alaska,-1199442.265,-2198770.153,1469,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1282,Alaska,-1198635.396,-2197025.07,1470,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1283,Alaska,-1199117.055,-2195464.842,1471,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1284,Alaska,-1197847.068,-2195030.183,1472,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1285,Alaska,-1195721.983,-2197412.611,1473,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1286,Alaska,-1193489.741,-2196091.726,1474,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1287,Alaska,-1192332.178,-2197401.717,1475,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1288,Alaska,-1189613.477,-2198031.731,1476,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1289,Alaska,-1185058.376,-2201707.473,1477,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1290,Alaska,-1184170.925,-2204252.969,1478,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1291,Alaska,-1185475.826,-2206622.88,1479,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1292,Alaska,-1189734.435,-2206427.095,1480,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1293,Alaska,-1191377.382,-2208447.391,1481,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1294,Alaska,-1194987.16,-2209590.888,1482,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1295,Alaska,-1197524.845,-2210731.096,1483,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1296,Alaska,-1200210.911,-2210584.802,1484,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1297,Alaska,-1201093.104,-2212537.501,1485,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1298,Alaska,-1203972.753,-2214578.131,1486,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1299,Alaska,-1206433.836,-2216480.069,1487,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1300,Alaska,-1205083.358,-2218477.288,1488,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1301,Alaska,-1205445.467,-2221271.692,1489,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1302,Alaska,-1206506.742,-2223154.442,1490,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1303,Alaska,-1205881.262,-2225172.142,1491,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1304,Alaska,-1204828.667,-2226242.491,1492,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1305,Alaska,-1203340.205,-2223950.345,1493,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1306,Alaska,-1202509.397,-2221654.053,1494,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1307,Alaska,-1199817.937,-2221577.521,1495,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1308,Alaska,-1197963.132,-2218132.9,1496,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1309,Alaska,-1197533.739,-2219472.028,1497,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1310,Alaska,-1194919.403,-2220759.308,1498,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1311,Alaska,-1195016.293,-2224946.729,1499,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1312,Alaska,-1191325.834,-2226659.36,1500,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1313,Alaska,-1193122.894,-2229224.497,1501,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1314,Alaska,-1196448.823,-2230653.019,1502,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1315,Alaska,-1194737.489,-2233420.363,1503,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1316,Alaska,-1192733.239,-2234758.275,1504,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1317,Alaska,-1188903.988,-2234906.672,1505,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1318,Alaska,-1188646.042,-2236385.173,1506,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1319,Alaska,-1190632.357,-2240047.837,1507,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1320,Alaska,-1191791.249,-2243230.269,1508,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1321,Alaska,-1189469.822,-2247192.184,1509,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1322,Alaska,-1190907.851,-2249498.177,1510,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1323,Alaska,-1195283.105,-2245415.475,1511,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1324,Alaska,-1197743.189,-2244990.29,1512,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1325,Alaska,-1198039.761,-2248433.622,1513,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1326,Alaska,-1198354.416,-2251509.562,1514,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1327,Alaska,-1199685.753,-2253791.97,1515,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1328,Alaska,-1202611.711,-2254982.05,1516,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1329,Alaska,-1205660.07,-2255797.253,1517,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1330,Alaska,-1205338.527,-2259306.699,1518,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1331,Alaska,-1203471.857,-2260220.69,1519,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1332,Alaska,-1203752.765,-2261925.14,1520,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1333,Alaska,-1207638.045,-2263855.007,1521,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1334,Alaska,-1210613.402,-2267370.069,1522,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1335,Alaska,-1211995.609,-2269699.85,1523,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1336,Alaska,-1213763.1,-2270770.327,1524,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1337,Alaska,-1215950.923,-2266050.746,1525,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1338,Alaska,-1218035.008,-2266020.926,1526,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1339,Alaska,-1220150.553,-2268146.764,1527,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1340,Alaska,-1218873.973,-2270741.303,1528,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1341,Alaska,-1218135.948,-2276128.89,1529,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1342,Alaska,-1219688.633,-2276337.057,1530,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1343,Alaska,-1221885.022,-2278218.824,1531,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1344,Alaska,-1223658.819,-2279698.422,1532,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1345,Alaska,-1225192.125,-2280289.959,1533,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1346,Alaska,-1226443.21,-2283023.723,1534,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1347,Alaska,-1228029.339,-2284542.273,1535,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1348,Alaska,-1228823.469,-2287460.891,1536,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1349,Alaska,-1232204.674,-2288215.803,1537,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1350,Alaska,-1231966.98,-2285108.314,1538,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1351,Alaska,-1237036.297,-2280309.516,1539,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1352,Alaska,-1237642.195,-2276713.572,1540,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1353,Alaska,-1240300.837,-2274457.12,1541,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1354,Alaska,-1243520.289,-2273073.008,1542,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1355,Alaska,-1244120.387,-2266650.859,1543,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1356,Alaska,-1246621.513,-2260373.812,1544,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1357,Alaska,-1249174.116,-2259249.421,1545,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1358,Alaska,-1251728.637,-2259251.842,1546,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1359,Alaska,-1251799.035,-2255311.36,1547,FALSE,2,2.2,2,AK,AK, AK,46,alaska
1360,Alaska,-718555.9802,-2186838.006,1548,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1361,Alaska,-716509.9221,-2183588.341,1549,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1362,Alaska,-715700.5504,-2179726.355,1550,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1363,Alaska,-715016.2659,-2176451.4,1551,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1364,Alaska,-715491.3227,-2174292.098,1552,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1365,Alaska,-718003.1178,-2170287.832,1553,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1366,Alaska,-718763.1935,-2167469.609,1554,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1367,Alaska,-719630.6497,-2165391.536,1555,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1368,Alaska,-718341.3075,-2163430.433,1556,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1369,Alaska,-714022.6637,-2162584.636,1557,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1370,Alaska,-708737.8796,-2160136.76,1558,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1371,Alaska,-707453.3586,-2160538.351,1559,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1372,Alaska,-704206.7753,-2162733.641,1560,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1373,Alaska,-703135.1072,-2162662.62,1561,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1374,Alaska,-701096.0447,-2162525.525,1562,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1375,Alaska,-698181.9465,-2163965.403,1563,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1376,Alaska,-695528.4306,-2166483.01,1564,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1377,Alaska,-696949.9643,-2167365.815,1565,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1378,Alaska,-695140.4299,-2169077.384,1566,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1379,Alaska,-694043.6245,-2170112.836,1567,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1380,Alaska,-686521.1557,-2172741.71,1568,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1381,Alaska,-680366.1809,-2176886.999,1569,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1382,Alaska,-677993.3792,-2181661.727,1570,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1383,Alaska,-675882.8397,-2181131.231,1571,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1384,Alaska,-671600.0407,-2185332.995,1572,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1385,Alaska,-665869.7857,-2187679.304,1573,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1386,Alaska,-667822.5837,-2190884.631,1574,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1387,Alaska,-662014.9694,-2195082.108,1575,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1388,Alaska,-659564.4755,-2194635.388,1576,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1389,Alaska,-656177.0571,-2198151.179,1577,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1390,Alaska,-655841.1499,-2202151.679,1578,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1391,Alaska,-653215.547,-2205077.752,1579,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1392,Alaska,-650510.364,-2210883.226,1580,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1393,Alaska,-647690.8356,-2215346.157,1581,FALSE,3,2.3,2,AK,AK, AK,46,alaska
1394,Alaska,-647499.9756,-2218489.808,1582,FALSE,3,2.3,2,AK,AK, AK,46,alaska
